comment,likes,replies,engagement,label,length,clean_comment,label_id
yang ga ngakuin gara gara taxi pasti penerobos palang pintu kereta api semua hadeuhh,0,0,0,negatif,84,yang ga ngakuin gara gara taxi pasti penerobos palang pintu kereta api semua hadeuhh,0
taksi dan sinyal,0,0,0,negatif,16,taksi dan sinyal,0
selain kerugian nyawa tanpa mengesampingkan kemanusiaan bayangin kerugian yg terjadi akibat mobil taksi sialan ini nyawa jelas sangat di rugikan rusaknya gerbong kereta yg mana gw yakin mahal bgt emg sialan ini taksi di samping sudah takdir dari org yg meninggal turut berduka yg sangat dalam tapi ni taksi serakah banget nerobos seenaknya perusahaan taksi harusnya ganti rugi ke keluarga almarhum dan ke kai sih,0,0,0,positif,412,selain kerugian nyawa tanpa mengesampingkan kemanusiaan bayangin kerugian yg terjadi akibat mobil taksi sialan ini nyawa jelas sangat di rugikan rusaknya gerbong kereta yg mana gw yakin mahal bgt emg sialan ini taksi di samping sudah takdir dari org yg meninggal turut berduka yg sangat dalam tapi ni taksi serakah banget nerobos seenaknya perusahaan taksi harusnya ganti rugi ke keluarga almarhum dan ke kai sih,2
"ini knp orang pada salah fokus ke kai ya
buzzer kah
mskp misal kai kurang bagus di komunikasi tp tetep aj taxi nya salah
kl dia gak melanggar aturan gak akan kejadian lho",0,0,0,negatif,170,ini knp orang pada salah fokus ke kai ya buzzer kah mskp misal kai kurang bagus di komunikasi tp tetep aj taxi nya salah kl dia gak melanggar aturan gak akan kejadian lho,0
intinya jangan salah menyalahkan rezekitakdirmaut sudah ada yang ngatur jika tuhan berkehendak lain semua pasti terjadiapa jadinya tiba kiamat siapa yang disalahkan jangan lupa selalu berdoa,0,0,0,positif,190,intinya jangan salah menyalahkan rezekitakdirmaut sudah ada yang ngatur jika tuhan berkehendak lain semua pasti terjadiapa jadinya tiba kiamat siapa yang disalahkan jangan lupa selalu berdoa,2
di officialradarsukabumi ad,0,0,0,netral,27,di officialradarsukabumi ad,1
ohh jadi  kepala argo bromo ketika lewat tiang sinyal msh ijo  ketika lewat dikit lgsung merah ,0,0,0,negatif,95,ohh jadi kepala argo bromo ketika lewat tiang sinyal msh ijo ketika lewat dikit lgsung merah,0
bisa ga si kalau naik kendaraan jangan yang listrikbahaya bangettttt,0,0,0,negatif,68,bisa ga si kalau naik kendaraan jangan yang listrikbahaya bangettttt,0
harusnya kecelakaan bisa terhindarkan jika masinis garcep kontek radio atau semacamnya ke operator terdekat yah gmna udh takdirnya mungkin semoga yg menjadi kerban tetap tabah dan masing instansi mau bertanggung jwb,0,0,0,positif,215,harusnya kecelakaan bisa terhindarkan jika masinis garcep kontek radio atau semacamnya ke operator terdekat yah gmna udh takdirnya mungkin semoga yg menjadi kerban tetap tabah dan masing instansi mau bertanggung jwb,2
kenapa sih tdk mau menunggu keretanya lewat atau pake perensip waktu adalah uang kalau begini siapa yg di salahkan dan siapa yg bertanggung jawab,0,0,0,netral,145,kenapa sih tdk mau menunggu keretanya lewat atau pake perensip waktu adalah uang kalau begini siapa yg di salahkan dan siapa yg bertanggung jawab,1
berarti korbannya itu dari gerbong belakang ya,0,0,0,netral,46,berarti korbannya itu dari gerbong belakang ya,1
jujur si taxi ijo emg aga aga gue selalu ktmu dijalan kadang suka tbtb oleng anjr tu mobil ,0,0,0,negatif,91,jujur si taxi ijo emg aga aga gue selalu ktmu dijalan kadang suka tbtb oleng anjr tu mobil,0
"subhanallah
innalilahi wa innailaihi rojiun ",0,0,0,positif,44,subhanallah innalilahi wa innailaihi rojiun,2
tetap yang salah taxi online jgn menyalahkan pihak kai krna sistem eror  karena bakal ada kendaraan yg lain yg menormalisasikan menerobos palang pintu kai usut sopir taxi online,0,0,0,negatif,177,tetap yang salah taxi online jgn menyalahkan pihak kai krna sistem eror karena bakal ada kendaraan yg lain yg menormalisasikan menerobos palang pintu kai usut sopir taxi online,0
gara taxi jadi sistemmya error,0,0,0,negatif,30,gara taxi jadi sistemmya error,0
kirain kejadian dr arah yg sama,0,0,0,netral,31,kirain kejadian dr arah yg sama,1
inimah dri  tragedi malah ditambah  lgi,0,0,0,negatif,39,inimah dri tragedi malah ditambah lgi,0
itu harus nya sinyal argo merah ya,0,0,0,negatif,34,itu harus nya sinyal argo merah ya,0
itu kereta yang berhenti di stasiun bekasi timur tertahan krn jalur rel tidak bisa jalan atau krn emg lagi berhenti tp sbnrnya bs jalan tolong jawab utk analisis,0,2,2,netral,161,itu kereta yang berhenti di stasiun bekasi timur tertahan krn jalur rel tidak bisa jalan atau krn emg lagi berhenti tp sbnrnya bs jalan tolong jawab utk analisis,1
baru paham ternyata beda jalur ya kirain masih  jalur itu kecelakaan nya,0,0,0,netral,72,baru paham ternyata beda jalur ya kirain masih jalur itu kecelakaan nya,1
tidak ada mitigasi resiko donk,0,0,0,negatif,30,tidak ada mitigasi resiko donk,0
ternyata lampu merah kuning ijo di sepanjang rel itu buat singnal kereta ya,0,0,0,negatif,75,ternyata lampu merah kuning ijo di sepanjang rel itu buat singnal kereta ya,0
seharusnya bisa dihindari klo prosedur dijalankan semestinya resiko pasti ada tinggal sdmnya ayo tanggung jawabnya mana,0,0,0,negatif,119,seharusnya bisa dihindari klo prosedur dijalankan semestinya resiko pasti ada tinggal sdmnya ayo tanggung jawabnya mana,0
alarm itu vital padahal ya kok bisa eror,0,0,0,negatif,40,alarm itu vital padahal ya kok bisa eror,0
ternyata disiplin dan kesabaran itu beriringan,0,0,0,positif,46,ternyata disiplin dan kesabaran itu beriringan,2
"suka heran sama orang yg pda nyalahin kai argo bromonya
secara dia korban juga",0,0,0,negatif,78,suka heran sama orang yg pda nyalahin kai argo bromonya secara dia korban juga,0
ga bisa bayangin sekenceng apa ,0,0,0,netral,31,ga bisa bayangin sekenceng apa,1
human eror kemungkinan tidak ada komunikasi untuk semua petugas kereta api di jalur itumungkin lagi pada tidur semua,0,0,0,negatif,116,human eror kemungkinan tidak ada komunikasi untuk semua petugas kereta api di jalur itumungkin lagi pada tidur semua,0
kok bisa signal error di jalur traffic yang sesibuk itu,0,0,0,negatif,55,kok bisa signal error di jalur traffic yang sesibuk itu,0
klo sy yg teringat kt mbak indigoblang ktx hbs sholat tahajuddia ada melihat ular besi kecelakaansy jd merindingitu pas sy lihat di tik tok,0,0,0,negatif,139,klo sy yg teringat kt mbak indigoblang ktx hbs sholat tahajuddia ada melihat ular besi kecelakaansy jd merindingitu pas sy lihat di tik tok,0
berarti itu ada  krl ya,0,0,0,netral,23,berarti itu ada krl ya,1
apa ga konek tuh pihak pos stasiun terdekat masa iya dieman,0,0,0,negatif,59,apa ga konek tuh pihak pos stasiun terdekat masa iya dieman,0
"gara gara mobil satu jadi banyak korbankenapa si kalo udh dikasih tau suruh berhenti dipinggir lintasan tuh berhenti dulu apa susahnya
heran deh sama pengendara kayak gtu ",0,0,0,negatif,171,gara gara mobil satu jadi banyak korbankenapa si kalo udh dikasih tau suruh berhenti dipinggir lintasan tuh berhenti dulu apa susahnya heran deh sama pengendara kayak gtu,0
masinis yang di belakang gimana kabarnya,0,0,0,positif,40,masinis yang di belakang gimana kabarnya,2
aku yg pernah naik kereta kecelakaan dh lama dulu waktu dilangen ditahun brp saya lupatiap denger atau lihat kecelakaan merindingdan nyesek bgtkrna ku dulu posisi hbs kecelakaan jg ditabrak mobil ga bisa jala dijemput ortu pulang naik kereta mlh dilangen kecelakaan ,0,0,0,negatif,266,aku yg pernah naik kereta kecelakaan dh lama dulu waktu dilangen ditahun brp saya lupatiap denger atau lihat kecelakaan merindingdan nyesek bgtkrna ku dulu posisi hbs kecelakaan jg ditabrak mobil ga bisa jala dijemput ortu pulang naik kereta mlh dilangen kecelakaan,0
anjir ko banyak yang belain taxi ya terus bahasanya kaya template gitu,0,0,0,negatif,70,anjir ko banyak yang belain taxi ya terus bahasanya kaya template gitu,0
itu masinisnya gimana ya,0,0,0,positif,24,itu masinisnya gimana ya,2
 nih kalo masih kurang paham,0,0,0,positif,28,nih kalo masih kurang paham,2
dan yg depan taxi knp gk pada saling bantu dorongin si taxi maap apakah susah atau ad kendala lain  ,0,0,0,negatif,100,dan yg depan taxi knp gk pada saling bantu dorongin si taxi maap apakah susah atau ad kendala lain,0
musibah ga ada yg tau mau terjadi hr apa turut berduka buat korban ,0,0,0,positif,67,musibah ga ada yg tau mau terjadi hr apa turut berduka buat korban,2
lgan udah tau mah ada plang berhenti klw udah denger ada bunyi kereta mau lewat mbok ya berhenti dulu lah bukan nyalahin si cumn kek di sayangkan aja gegara gak sabaran satu org jadi banyk yg kena dampaknya udah tau mah ada kereta mau lewat lah maen nyelonong aja ngejar apaan si nunggu  menit gak ngrugiin kok malah mah itungnya bisa buat ngrenggangin otot elah dari pada kaya gini banyk yg kena dampaknya,0,0,0,negatif,406,lgan udah tau mah ada plang berhenti klw udah denger ada bunyi kereta mau lewat mbok ya berhenti dulu lah bukan nyalahin si cumn kek di sayangkan aja gegara gak sabaran satu org jadi banyk yg kena dampaknya udah tau mah ada kereta mau lewat lah maen nyelonong aja ngejar apaan si nunggu menit gak ngrugiin kok malah mah itungnya bisa buat ngrenggangin otot elah dari pada kaya gini banyk yg kena dampaknya,0
kereta yg berenti gamau jalan karna banyak orang direl lg mgeliat mobil ditemper kereta satunya,0,0,0,netral,95,kereta yg berenti gamau jalan karna banyak orang direl lg mgeliat mobil ditemper kereta satunya,1
gmn kl seluruh penjaga pintu kereta di latih cepat tanggap dlm mengawasi kondisi yg terjadi di masing hal spt ini masih byk hujan error yg sering mengakibatkan laka lantas berantai satu sisi harus ada  signal pengaman utk antisipasi eror,0,0,0,netral,237,gmn kl seluruh penjaga pintu kereta di latih cepat tanggap dlm mengawasi kondisi yg terjadi di masing hal spt ini masih byk hujan error yg sering mengakibatkan laka lantas berantai satu sisi harus ada signal pengaman utk antisipasi eror,1
dari semua vt dan penjelasan cuma ini yg detail ngasih paham ,0,0,0,positif,61,dari semua vt dan penjelasan cuma ini yg detail ngasih paham,2
yg nyupir taksi ngapa g sabaran apa ac rumahnya rusak,0,0,0,negatif,53,yg nyupir taksi ngapa g sabaran apa ac rumahnya rusak,0
gak bisa ngebayangin ya allah,0,0,0,positif,29,gak bisa ngebayangin ya allah,2
itu lampu merah bisa eror juga gtu ,0,1,1,negatif,35,itu lampu merah bisa eror juga gtu,0
sistem signal nya aja eror klo ga eror jga g mungkin terjadi kejadian pertama cuma kreta nabrak mobil doang klo sinyal aman,0,0,0,negatif,123,sistem signal nya aja eror klo ga eror jga g mungkin terjadi kejadian pertama cuma kreta nabrak mobil doang klo sinyal aman,0
kenapa traffic control kai kasih lewat setiap kereta luar kota sekencang itu di setiap setasiun yang namanya stasiun kan banyak orang kenapa ngga di kasih pelan aja kereta luar kota itu,0,0,0,negatif,185,kenapa traffic control kai kasih lewat setiap kereta luar kota sekencang itu di setiap setasiun yang namanya stasiun kan banyak orang kenapa ngga di kasih pelan aja kereta luar kota itu,0
jangankan taksi ambulan pun tdk bisa lewat duluan dibanding kereta,0,0,0,negatif,66,jangankan taksi ambulan pun tdk bisa lewat duluan dibanding kereta,0
turut berdukacita bagi korban smoga knkt juga bisa menyelidiki kenapa sistem bisa eror apakah ada sabotase,0,0,0,negatif,106,turut berdukacita bagi korban smoga knkt juga bisa menyelidiki kenapa sistem bisa eror apakah ada sabotase,0
baca koment malah jd lebih makin error malah meleber kmana mana pembahasan nya smpe ada yg bawa bawa nyalahin presiden apa apaan sih   intinya awal mula penyebab semua itu taxi ,0,0,0,negatif,177,baca koment malah jd lebih makin error malah meleber kmana mana pembahasan nya smpe ada yg bawa bawa nyalahin presiden apa apaan sih intinya awal mula penyebab semua itu taxi,0
urutanya gini kesalahn utama yg pertama adlh taxi kesalahan slanjutny pd sinyal atau pemberi sinyal kesalahn pertama selesai  kesalahan kedua perlu diusut,0,0,0,negatif,154,urutanya gini kesalahn utama yg pertama adlh taxi kesalahan slanjutny pd sinyal atau pemberi sinyal kesalahn pertama selesai kesalahan kedua perlu diusut,0
menurutku taxi salah tapi kita punya sistem yang bisa deteksi kalau lagi ada trouble didepan ga si biar tau gitu atau kita punya sistemnya tapi waktunya ga cukup buat berhenti,0,1,1,negatif,175,menurutku taxi salah tapi kita punya sistem yang bisa deteksi kalau lagi ada trouble didepan ga si biar tau gitu atau kita punya sistemnya tapi waktunya ga cukup buat berhenti,0
krl yang menuju stasiun cikarang terhenti karena khawatir kondisi di depan belum memungkinkan untuk lewat sedangkan argo bromo error sinyal mungkin terlambat dapat sinyal alhasil kereta jalan terus dan terjadilah tabrakan antar krl,0,0,0,netral,231,krl yang menuju stasiun cikarang terhenti karena khawatir kondisi di depan belum memungkinkan untuk lewat sedangkan argo bromo error sinyal mungkin terlambat dapat sinyal alhasil kereta jalan terus dan terjadilah tabrakan antar krl,1
masinis y gimana itu,0,0,0,positif,20,masinis y gimana itu,2
nah udah kaya gini masih mau nerobos nerobos,0,0,0,positif,44,nah udah kaya gini masih mau nerobos nerobos,2
ada kecelakaan bukanya saling kordinasi  kok bisa kreta masih tetap jalan,0,0,0,negatif,73,ada kecelakaan bukanya saling kordinasi kok bisa kreta masih tetap jalan,0
yang md  katanya ,0,0,0,netral,17,yang md katanya,1
itu signal eror karna mungkin ada konslet aliran dari krl yg nabrak taxi jadi jelas salah taxinya,0,0,0,negatif,97,itu signal eror karna mungkin ada konslet aliran dari krl yg nabrak taxi jadi jelas salah taxinya,0
sedihnya oi turut berdukacita ga kebayang niat pulang cepet naik kreta tp kena musibah  semoga kejadian ini jadikan pembelajaran buat kita semua ya,0,0,0,positif,147,sedihnya oi turut berdukacita ga kebayang niat pulang cepet naik kreta tp kena musibah semoga kejadian ini jadikan pembelajaran buat kita semua ya,2
 ni mbaa ilustrasinya,0,0,0,positif,21,ni mbaa ilustrasinya,2
fix gara yg mobil taxi ini,0,0,0,negatif,26,fix gara yg mobil taxi ini,0
tunggu sampai semua perlintasan kereta api dibuat fly over baru semua bisa aman,0,0,0,positif,79,tunggu sampai semua perlintasan kereta api dibuat fly over baru semua bisa aman,2
serius nanya ni penyebrangan buat taxi nya itu emang gaada palang ya sblm kereta lewat kalo ada kan biasanya palang nya udah diturunin beberapa menit sebelum kereta melintas biar gaada pergesekan magnet yang bikin mobil mogok kaya gitu,0,0,0,netral,235,serius nanya ni penyebrangan buat taxi nya itu emang gaada palang ya sblm kereta lewat kalo ada kan biasanya palang nya udah diturunin beberapa menit sebelum kereta melintas biar gaada pergesekan magnet yang bikin mobil mogok kaya gitu,1
inersia nya kalau agrobromo itu berhenti mendadak itu  km baru bisa berhenti,0,0,0,netral,76,inersia nya kalau agrobromo itu berhenti mendadak itu km baru bisa berhenti,1
ini visual nya penyebabnya taxi  ,0,0,0,negatif,33,ini visual nya penyebabnya taxi,0
brrti memang waktunya tuh berdekatan ya tp pertanyaan ku saat kereta awal brenti di stasiun krn ada kecelakaan didepankira udh brp lama ya  apa baru saja brenti langsung ada kereta dibelakang atau gimanaplease yg tau jelasin  krn kalau memang masih ad waktu harusnya masih bisa evakuasi penumpang,0,0,0,netral,296,brrti memang waktunya tuh berdekatan ya tp pertanyaan ku saat kereta awal brenti di stasiun krn ada kecelakaan didepankira udh brp lama ya apa baru saja brenti langsung ada kereta dibelakang atau gimanaplease yg tau jelasin krn kalau memang masih ad waktu harusnya masih bisa evakuasi penumpang,1
evaluasi direkturnya ini,0,0,0,netral,24,evaluasi direkturnya ini,1
jadi yg di hajar itu kereta yg nabrak taxi atau yg di jalur satu nya,0,0,0,netral,68,jadi yg di hajar itu kereta yg nabrak taxi atau yg di jalur satu nya,1
kla seperti nie siapa yang harus tanggung jawab,0,0,0,negatif,47,kla seperti nie siapa yang harus tanggung jawab,0
sinyal eror itu perlu diselidiki apa karena akibat tabrakan krl vs taksi sebelumnya atau karena kelalain petugas terlambat mitigasi sehingga argo bromo menerima sinyal yang salah,0,0,0,negatif,178,sinyal eror itu perlu diselidiki apa karena akibat tabrakan krl vs taksi sebelumnya atau karena kelalain petugas terlambat mitigasi sehingga argo bromo menerima sinyal yang salah,0
kereta nya juga salah yaeror gitu,0,0,0,negatif,33,kereta nya juga salah yaeror gitu,0
adegan nya kayak final destination ,0,0,0,negatif,35,adegan nya kayak final destination,0
kacau navigasi nya ini,0,0,0,negatif,22,kacau navigasi nya ini,0
kirain kreta taksi ternyata kreta taksi,0,0,0,netral,39,kirain kreta taksi ternyata kreta taksi,1
oh jdi ceritanya ada  kecelakaan yah kereta  vs mobil listrik trus kereta  vs kereta cepat gitu gk sih,0,0,0,netral,102,oh jdi ceritanya ada kecelakaan yah kereta vs mobil listrik trus kereta vs kereta cepat gitu gk sih,1
"keselamatan menjadi tanggung jawab bersama
jgn egois dan sok sibuk saat menyebrang rel kereta saabaar ingat keluarga mnunggu anda di rumah turut berdukacita semoga yg meninggal husnul khatimah",0,0,0,positif,192,keselamatan menjadi tanggung jawab bersama jgn egois dan sok sibuk saat menyebrang rel kereta saabaar ingat keluarga mnunggu anda di rumah turut berdukacita semoga yg meninggal husnul khatimah,2
kayak film final destination aja ada taxi barengan sinyal error,0,0,0,negatif,63,kayak film final destination aja ada taxi barengan sinyal error,0
pelajaran utk semua jangan sekalipun nerobos jalur kereta yg lagi lewat karna dampaknya bisa menghilangkan nyawa orang lain juga,0,0,0,positif,128,pelajaran utk semua jangan sekalipun nerobos jalur kereta yg lagi lewat karna dampaknya bisa menghilangkan nyawa orang lain juga,2
semua akan kembali sprti semuladuit yg akan membungkam semuanya semua akan kembali baik baik saja tapi tidak dengan trauma nya,0,0,0,negatif,126,semua akan kembali sprti semuladuit yg akan membungkam semuanya semua akan kembali baik baik saja tapi tidak dengan trauma nya,0
kerugian kai sedang melonjak,0,0,0,negatif,28,kerugian kai sedang melonjak,0
demi allah ada yg komen gara mbg ,0,0,0,negatif,33,demi allah ada yg komen gara mbg,0
semua ini saling berhubungan berawal dr taxi sinyal error maka boom lah terjadi semua hrs saling membenahi baik dr manusia nya dan juga sistemnya kita sdh diberi tontonankan film final destination bahwa segala sesuatu terjadi ada sebab akibat dan ujungnya kembali lagi ke takdir allah  kita doakan semoga korban meninggal husnul khotimah korban luka luka segera pulih aamiiiin dan semoga tidak ada kejadian seperti ini lagi,0,0,0,positif,423,semua ini saling berhubungan berawal dr taxi sinyal error maka boom lah terjadi semua hrs saling membenahi baik dr manusia nya dan juga sistemnya kita sdh diberi tontonankan film final destination bahwa segala sesuatu terjadi ada sebab akibat dan ujungnya kembali lagi ke takdir allah kita doakan semoga korban meninggal husnul khotimah korban luka luka segera pulih aamiiiin dan semoga tidak ada kejadian seperti ini lagi,2
kenapa kereta ke  berhenti  padahal beda jalur dgn yang nabrak taxi,0,0,0,netral,67,kenapa kereta ke berhenti padahal beda jalur dgn yang nabrak taxi,1
jadi paham skrg,0,0,0,positif,15,jadi paham skrg,2
innalillahi wa inna ilaihi rojiun,0,0,0,positif,33,innalillahi wa inna ilaihi rojiun,2
aku yakin pasti masinis ketera cepat udh berusaha untuk ngremtp allah berkehendak lain,0,0,0,positif,86,aku yakin pasti masinis ketera cepat udh berusaha untuk ngremtp allah berkehendak lain,2
m queen not princess,0,1,1,negatif,20,m queen not princess,0
ya taxi itu penyebab semuanya,0,0,0,negatif,29,ya taxi itu penyebab semuanya,0
sistem bisa salah tp awal mula dari taxi yg sembronooo manusia kan punya akal yahh itu tau kereta mau lewat dia masih trabas aja bersrti akalnya gak sda,0,0,0,negatif,152,sistem bisa salah tp awal mula dari taxi yg sembronooo manusia kan punya akal yahh itu tau kereta mau lewat dia masih trabas aja bersrti akalnya gak sda,0
signal error why,0,0,0,negatif,16,signal error why,0
dari dulu kan udh bnyk kejadian mobil ketabrak kereta gk ad tuh kejadian kereta sama kereta tabrakan,0,0,0,negatif,100,dari dulu kan udh bnyk kejadian mobil ketabrak kereta gk ad tuh kejadian kereta sama kereta tabrakan,0
jadi yg di tabrak sama kereta argo itu bukan kereta yg nabrak taxieh gmana siih,0,0,0,netral,79,jadi yg di tabrak sama kereta argo itu bukan kereta yg nabrak taxieh gmana siih,1
taksi nya jahat bgtsupir nya mlh ga papa,0,0,0,negatif,40,taksi nya jahat bgtsupir nya mlh ga papa,0
ada signal error,0,0,0,negatif,16,ada signal error,0
sinyal eror udh  kai ga mau disalahin,0,0,0,negatif,37,sinyal eror udh kai ga mau disalahin,0
mrinding liatnya ya allah semoga korban yang meninggal husnul khotimah yang luka segera sehat kembali dari sakit dan trauma aamiin,0,0,0,positif,130,mrinding liatnya ya allah semoga korban yang meninggal husnul khotimah yang luka segera sehat kembali dari sakit dan trauma aamiin,2
jadi kereta yg ditubruk argo bromo itu beda ya sama kereta yang nabrak taksi,0,0,0,netral,76,jadi kereta yg ditubruk argo bromo itu beda ya sama kereta yang nabrak taksi,1
kenapa kendaraan taxi nyangkutmogok di perlintasan kereta apa benar kyk ada magnet kalo nyebrang perlintasan kereta,0,0,0,netral,115,kenapa kendaraan taxi nyangkutmogok di perlintasan kereta apa benar kyk ada magnet kalo nyebrang perlintasan kereta,1
innalilahi wainnailaihi rojiun,0,0,0,positif,30,innalilahi wainnailaihi rojiun,2
literally butterfly effect,0,0,0,netral,26,literally butterfly effect,1
ya allah ngeri bangett,0,0,0,positif,22,ya allah ngeri bangett,2
"ini pas di palang ampera
berarti krl sudah dapat sinyal hijau untuk jalan dan tapi berhenti mendadak
jarak bekasi ke bektim itu dekat 
krj udh dpet sinyal jalan terus saat lewat bekasi artinya sinyal berubah di perjalanan ke bektim yg jarak dekat ngerem maksimal pun akan tetap tertabrak kec dapat sinyal merah sblm masuk st bekasi",0,0,0,netral,331,ini pas di palang ampera berarti krl sudah dapat sinyal hijau untuk jalan dan tapi berhenti mendadak jarak bekasi ke bektim itu dekat krj udh dpet sinyal jalan terus saat lewat bekasi artinya sinyal berubah di perjalanan ke bektim yg jarak dekat ngerem maksimal pun akan tetap tertabrak kec dapat sinyal merah sblm masuk st bekasi,1
kereta no nabrak mobil disusul kereta no  berhenti nunggu evakuasi datang kereta no dg kecepatan tinggi wassalam gerbong belakang mana para wanita dan anak ,0,0,0,netral,156,kereta no nabrak mobil disusul kereta no berhenti nunggu evakuasi datang kereta no dg kecepatan tinggi wassalam gerbong belakang mana para wanita dan anak,1
jelas awal mula ini semua kesalahan mobil yg macet mogok di lintasan kereta mkny semua id beruntun tabak menabrak,0,0,0,negatif,113,jelas awal mula ini semua kesalahan mobil yg macet mogok di lintasan kereta mkny semua id beruntun tabak menabrak,0
seingat ku dulu kalo naek kereta ke lampung ada gerbong kosong bagian belakang mungkin ini ya tujuan nya kalo ada tabrakan  meminimalisir korban,0,0,0,netral,144,seingat ku dulu kalo naek kereta ke lampung ada gerbong kosong bagian belakang mungkin ini ya tujuan nya kalo ada tabrakan meminimalisir korban,1
brp korban jiwa,0,0,0,positif,15,brp korban jiwa,2
itu masinis yg di agro ga selamet ya apa gmna,0,0,0,positif,45,itu masinis yg di agro ga selamet ya apa gmna,2
makasih udah buat ilustrasinya,0,0,0,positif,30,makasih udah buat ilustrasinya,2
berawal dari satu kesalahan mengakibatkan banyak nyawa tak berdosa melayang,0,0,0,netral,75,berawal dari satu kesalahan mengakibatkan banyak nyawa tak berdosa melayang,1
husus mobil listrik hars ny di larang keras mlintas d penyebrngn rel kereta api setelah ini ky gitu tuh kl mati d tgh rel fatal,0,0,0,negatif,127,husus mobil listrik hars ny di larang keras mlintas d penyebrngn rel kereta api setelah ini ky gitu tuh kl mati d tgh rel fatal,0
kerja ppka nya gak bner selalu melalaikan keselamatan manusia padahal udah tau dari dlu bgtu terus namanya rel di dekat jalan raya pasti ada aja kendaraan yg mati di rel beda cerita rel bawah tanah ini sih rel kelalaian ppka tidak pernah mengambil pelajaran dari kecelakaan sebelum nya,0,0,0,negatif,285,kerja ppka nya gak bner selalu melalaikan keselamatan manusia padahal udah tau dari dlu bgtu terus namanya rel di dekat jalan raya pasti ada aja kendaraan yg mati di rel beda cerita rel bawah tanah ini sih rel kelalaian ppka tidak pernah mengambil pelajaran dari kecelakaan sebelum nya,0
 kesalaahn taxi dan sinyal dari kai selalu error dan tidak dijamin koneksi rambu ny akan pindah ke red,0,0,0,negatif,102,kesalaahn taxi dan sinyal dari kai selalu error dan tidak dijamin koneksi rambu ny akan pindah ke red,0
itu taksi di mana mana juga nge bahaya in banget jalannya seenak jidat udh kaya angkot,0,0,0,negatif,86,itu taksi di mana mana juga nge bahaya in banget jalannya seenak jidat udh kaya angkot,0
jadi kereta  nabrak taxi sebelum pindah jalur dia berhenti krn taxi blm bisa dipindah kereta kedua rem mendadak krn kereta pertama blm pindah jalur kereta ketiga ga tau kenapa kok ga dapat sinyal utk rem krn ada kereta  msh dijalur depannya ini jalur sibuk di jamnya ya,0,0,0,netral,269,jadi kereta nabrak taxi sebelum pindah jalur dia berhenti krn taxi blm bisa dipindah kereta kedua rem mendadak krn kereta pertama blm pindah jalur kereta ketiga ga tau kenapa kok ga dapat sinyal utk rem krn ada kereta msh dijalur depannya ini jalur sibuk di jamnya ya,1
jelas ini yg salah supir taxi nya bkn kereta bkn crew kereta,0,0,0,negatif,60,jelas ini yg salah supir taxi nya bkn kereta bkn crew kereta,0
ya allah liat giniannya aja serem takut degan apalagi yg ada di kejadian ,0,0,0,positif,73,ya allah liat giniannya aja serem takut degan apalagi yg ada di kejadian,2
salah dati kai nya udah tau kereta lagi diem lampu ijo mulu bukanya di matiin jadi merah,0,0,0,negatif,88,salah dati kai nya udah tau kereta lagi diem lampu ijo mulu bukanya di matiin jadi merah,0
bukan signal erorr kemungkinan miskom,0,0,0,negatif,37,bukan signal erorr kemungkinan miskom,0
terlepas dr signal eror tetap ada si human eror yaitu taksi ijo,0,0,0,negatif,63,terlepas dr signal eror tetap ada si human eror yaitu taksi ijo,0
serem banget sampe masuk ke dalem gerbongnya saking kencengnya  kata gue mah yang waras ga akan nyalain kai atau argo,0,0,0,netral,117,serem banget sampe masuk ke dalem gerbongnya saking kencengnya kata gue mah yang waras ga akan nyalain kai atau argo,1
ya allah ampe masuk gtu gerbongnya,0,0,0,positif,34,ya allah ampe masuk gtu gerbongnya,2
ooh berarti ini yg ke tabrak bukan kereta yg nabrak taxi ya ,0,0,0,netral,60,ooh berarti ini yg ke tabrak bukan kereta yg nabrak taxi ya,1
jadi yang nabrak mobil itu  kereta nyaa beda lagi kah ,0,0,0,netral,54,jadi yang nabrak mobil itu kereta nyaa beda lagi kah,1
ini kalo di jepang  mundur pimpinan kai,0,0,0,negatif,39,ini kalo di jepang mundur pimpinan kai,0
signal error ktnya jgnkn mslh kyk gini gempa aja udh selesai gempa nya baru ada pemberitahuan di indo semua serba lelet,0,0,0,negatif,119,signal error ktnya jgnkn mslh kyk gini gempa aja udh selesai gempa nya baru ada pemberitahuan di indo semua serba lelet,0
nunggu hasil investigasinya knkt aja biar lebih jelas moga bener terbuka ke publik apa yg salah dari insiden kmrin,0,0,0,netral,114,nunggu hasil investigasinya knkt aja biar lebih jelas moga bener terbuka ke publik apa yg salah dari insiden kmrin,1
"dari kejadian taksi tertabrak krl
dari arah tambun timur dengan argo bromo menabrak krl dari arah barat yg berhenti di stasiun bekasi timur begitu cepat tidak sampai  menit",0,0,0,netral,172,dari kejadian taksi tertabrak krl dari arah tambun timur dengan argo bromo menabrak krl dari arah barat yg berhenti di stasiun bekasi timur begitu cepat tidak sampai menit,1
sebenernya dari pihak kai juga salah udah tau ada tabrakan tapi kaga di kasih kode dan eror juga sinyal nya kelalaian juga si petugas nya,0,0,0,negatif,137,sebenernya dari pihak kai juga salah udah tau ada tabrakan tapi kaga di kasih kode dan eror juga sinyal nya kelalaian juga si petugas nya,0
